Rec #,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Latitude,Longitude,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined
14558,10691500,105173213,LAROCHELLE CONFECTIONS,Food Processing Plant,"209 WICKSTEED AVE, Unit-32",43.71256,-79.34989,Pass,2,,05/15/2023,,,,
14559,10780591,105170431,LAZY SHACK/Mala Boy Restaurant,Food Take Out,"160 MC CAUL ST, Unit-MAIN",43.65566,-79.39222,Pass,3,,05/15/2023,,,,
14560,10458128,105173645,LEE WIGGINS CHILD CARE CENTRE,Child Care - Catered,"4700 KEELE ST, Unit-201",43.77342,-79.50234,Pass,2,Food premise not maintained to permit cleaning of ceilings - Sec. 7(1)(d) ,05/15/2023,M - Minor,Notice to Comply,,
14561,10660147,105173722,LEMONGRASS,Restaurant,1630 BAYVIEW AVE,43.7066,-79.37583,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,05/15/2023,S - Significant,Notice to Comply,,
14562,10660147,105173722,LEMONGRASS,Restaurant,1630 BAYVIEW AVE,43.7066,-79.37583,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/15/2023,M - Minor,Notice to Comply,,
14563,10660147,105173722,LEMONGRASS,Restaurant,1630 BAYVIEW AVE,43.7066,-79.37583,Pass,3,FAIL TO REMOVE GARBAGE WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12,05/15/2023,S - Significant,Notice to Comply,,
14564,10660147,105173722,LEMONGRASS,Restaurant,1630 BAYVIEW AVE,43.7066,-79.37583,Pass,3,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,05/15/2023,NA - Not Applicable,Notice to Comply,,
14565,10660147,105173722,LEMONGRASS,Restaurant,1630 BAYVIEW AVE,43.7066,-79.37583,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),05/15/2023,S - Significant,Corrected During Inspection,,
14566,9008830,105173702,LESLIEVILLE PUBLIC SCHOOL STUDENT NUTRITION PROGRAM,Student Nutrition Site,254 LESLIE ST,43.66733,-79.33241,Pass,2,,05/15/2023,,,,
14567,10370190,105172295,MANDARIN RESTAURANT,Restaurant,"1027 FINCH AVE W, Unit-8",43.76734,-79.46983,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14568,10599890,105173757,MAYWAH FOODS,Food Store (Convenience/Variety),20 CLAIREPORT CRES,43.74668,-79.63273,Pass,2,,05/15/2023,,,,
14569,10577657,105173797,MENCHIE'S,Ice Cream / Yogurt Vendors,623 COLLEGE ST,43.65484,-79.41495,Pass,2,Fail to protect against entry of pests - Sec. 13(1),05/15/2023,M - Minor,Notice to Comply,,
14570,10577657,105173797,MENCHIE'S,Ice Cream / Yogurt Vendors,623 COLLEGE ST,43.65484,-79.41495,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/15/2023,M - Minor,Notice to Comply,,
14571,10599068,105173527,METRO,Restaurant,1230 QUEEN ST W,43.64265,-79.42802,Pass,2,,05/15/2023,,,,
14572,10731462,105173357,MOMO 2 GO,Food Take Out,826 THE QUEENSWAY,43.6252,-79.50849,Pass,2,,05/15/2023,,,,
14573,9010345,105173384,MON SHEONG HOME FOR THE AGED,Nursing Home / Home for the Aged,36 D'ARCY ST,43.65526,-79.39336,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14574,10772366,105173654,MONKEY SUSHI,Restaurant,75 EGLINTON AVE E,43.70698,-79.39569,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,05/15/2023,M - Minor,Notice to Comply,,
14575,10772366,105173654,MONKEY SUSHI,Restaurant,75 EGLINTON AVE E,43.70698,-79.39569,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14576,10614993,105173832,MRS. ROBINSON BAR,Restaurant,574 COLLEGE ST,43.6555,-79.41303,Pass,2,,05/15/2023,,,,
14577,10459141,105138412,Mushkaki,Restaurant,145 REXDALE BLVD,43.71114,-79.56772,Pass,2,,05/15/2023,,,,
14578,10768615,105166465,NORTH OF BROOKLYN PIZZERIA,Restaurant,1728 AVENUE RD,43.72845,-79.41841,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE CLEAN WASH WATER - SEC. 20(1)(A)(I) ,05/15/2023,S - Significant,Corrected During Inspection,,
14579,10768615,105166465,NORTH OF BROOKLYN PIZZERIA,Restaurant,1728 AVENUE RD,43.72845,-79.41841,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,05/15/2023,S - Significant,Corrected During Inspection,,
14580,10768615,105166465,NORTH OF BROOKLYN PIZZERIA,Restaurant,1728 AVENUE RD,43.72845,-79.41841,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14581,10768615,105166465,NORTH OF BROOKLYN PIZZERIA,Restaurant,1728 AVENUE RD,43.72845,-79.41841,Pass,3,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ,05/15/2023,S - Significant,Corrected During Inspection,,
14582,10768615,105166465,NORTH OF BROOKLYN PIZZERIA,Restaurant,1728 AVENUE RD,43.72845,-79.41841,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),05/15/2023,S - Significant,Corrected During Inspection,,
14583,10474803,105173370,NORTH YORK GENERAL HOSPITAL (Service Kitchens),Hospitals & Health Facilities,4001 LESLIE ST,43.76963,-79.36246,Pass,3,,05/15/2023,,,,
14584,10744685,105173692,OSMOW'S,Restaurant,861 QUEEN ST E,43.66021,-79.3437,Pass,3,,05/15/2023,,,,
14585,10192599,105173422,OWL OF MINERVA,Restaurant,5324 YONGE ST,43.77324,-79.41424,Pass,3,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a),05/15/2023,C - Crucial,Notice to Comply,,
14586,10526544,105173995,Oakwood Espresso,Food Take Out,342B OAKWOOD AVE,43.68645,-79.43877,Pass,1,,05/15/2023,,,,
14587,9012190,105173754,PIZZA PIZZA,Restaurant,847 JANE ST,43.67636,-79.49577,Pass,2,,05/15/2023,,,,
14588,9042979,105170216,SCARBOROUGH HOSPITAL - GRACE DIVISION,Hospitals & Health Facilities,3030 BIRCHMOUNT RD,43.8019,-79.30906,Pass,3,,05/15/2023,,,,
14589,10397297,105139784,SECOND CUP - ST. MICHAEL'S HOSPITAL GR. FL,Restaurant,30 BOND ST,43.65366,-79.37768,Pass,1,,05/15/2023,,,,
14590,10546270,105173940,SOMMER SHAWARMA,Food Take Out,1747 ALBION RD,43.74363,-79.60538,Pass,2,,05/15/2023,,,,
14591,10433958,105173235,ST GEORGE MINI SCHOOL MALLARD,Child Care - Food Preparation,33 MALLARD RD,43.74819,-79.34657,Pass,3,,05/15/2023,,,,
14592,9014470,105173223,ST MICHAEL'S HOSPITAL,Hospitals & Health Facilities,30 BOND ST,43.65366,-79.37768,Pass,3,,05/15/2023,,,,
14593,9014518,105173236,ST. GEORGE MINI SCHOOL,Child Care - Food Preparation,141 BOND AVE,43.74572,-79.34745,Pass,2,,05/15/2023,,,,
14594,9014553,105173718,ST. MICHAEL'S AND ALL ANGELS DAY CARE,Child Care - Catered,611 ST CLAIR AVE W,43.68187,-79.42285,Pass,2,,05/15/2023,,,,
14595,10654159,105173525,STARBUCKS,Food Take Out,1230 QUEEN ST W,43.64265,-79.42802,Pass,2,,05/15/2023,,,,
14596,10763268,105173804,STARBUCKS,Food Take Out,4700 KEELE ST,43.77342,-79.50234,Pass,1,,05/15/2023,,,,
14597,10234911,105173217,STARBUCKS COFFEE,Restaurant,"65 WICKSTEED AVE, Unit-300",43.71053,-79.36178,Pass,1,,05/15/2023,,,,
14598,10190956,105174003,SUBWAY,Restaurant,3180 LAKE SHORE BLVD W,43.59813,-79.51874,Pass,2,Operate food premise - equipment not arranged to permit maintenance in sanitary condition - Sec. 9,05/15/2023,M - Minor,Notice to Comply,,
14599,10328537,105173596,SUBWAY,Restaurant,30 GRAND TRUNK CRES,43.64208,-79.38281,Pass,2,,05/15/2023,,,,
14600,9014986,105173591,SUNSET GRILL,Restaurant,2006 QUEEN ST E,43.67034,-79.29963,Pass,2,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,05/15/2023,S - Significant,Corrected During Inspection,,
14601,9014986,105173591,SUNSET GRILL,Restaurant,2006 QUEEN ST E,43.67034,-79.29963,Pass,2,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH TOILET PAPER - SEC. 25(3)(B)  ,05/15/2023,S - Significant,Corrected During Inspection,,
14602,9014986,105173591,SUNSET GRILL,Restaurant,2006 QUEEN ST E,43.67034,-79.29963,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),05/15/2023,S - Significant,Corrected During Inspection,,
14603,9014986,105173591,SUNSET GRILL,Restaurant,2006 QUEEN ST E,43.67034,-79.29963,Pass,2,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),05/15/2023,M - Minor,Notice to Comply,,
14604,10647173,105171051,SUSHI CAFE BON GUNG,Food Court Vendor,"109 MC CAUL ST, Unit-40",43.65413,-79.3911,Pass,3,,05/15/2023,,,,
14605,10653551,105173348,SWISS CHALET,Restaurant,5487 DUNDAS ST W,43.63207,-79.54435,Pass,2,,05/15/2023,,,,
14606,10427619,105173766,TACO DEL MAR,Restaurant,135 BREMNER BLVD,43.64277,-79.38215,Pass,2,,05/15/2023,,,,
14607,10757967,105173746,THE BULL BBQ PIT,Restaurant,1216 ST CLAIR AVE W,43.67787,-79.44463,Pass,2,Fail to protect against entry of pests - Sec. 13(1),05/15/2023,M - Minor,Notice to Comply,,
14608,10579936,105173371,THE CULINARY KITCHEN / ON THE GO RETAIL SERVICES,Cafeteria - Private Access,4001 LESLIE ST,43.76963,-79.36246,Pass,2,,05/15/2023,,,,
14609,10655667,105174105,THE CUMIN FINE INDIAN KITCHEN,Restaurant,1820 DANFORTH AVE,43.6847,-79.31844,Pass,3,,05/15/2023,,,,
14610,10736566,105174043,THE DINER'S CORNER,Restaurant,678 YONGE ST,43.66737,-79.38587,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/15/2023,M - Minor,Notice to Comply,,
14611,10736566,105174043,THE DINER'S CORNER,Restaurant,678 YONGE ST,43.66737,-79.38587,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14612,10736566,105174043,THE DINER'S CORNER,Restaurant,678 YONGE ST,43.66737,-79.38587,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,05/15/2023,NA - Not Applicable,Notice to Comply,,
14613,10736566,105174043,THE DINER'S CORNER,Restaurant,678 YONGE ST,43.66737,-79.38587,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),05/15/2023,S - Significant,Corrected During Inspection,,
14614,9008343,105173736,THE KITCHEN TABLE,Supermarket,705 KING ST W,43.64349,-79.40385,Pass,2,,05/15/2023,,,,
14615,10520196,105173503,TIM HORTONS,Restaurant,2002 QUEEN ST E,43.6703,-79.29978,Pass,2,,05/15/2023,,,,
14616,10763423,105170217,TIM HORTONS,Restaurant,3030 BIRCHMOUNT RD,43.8019,-79.30906,Pass,2,,05/15/2023,,,,
14617,10217432,105173317,TORONTO GENERAL HOSPITAL - KITCHEN & SERVICE CENTRES,Serving Kitchen,200 ELIZABETH ST,43.65901,-79.38787,Pass,3,,05/15/2023,,,,
14618,10191335,105173319,TORONTO GENERAL HOSPITAL CATERING SERVICES,Food Caterer,200 ELIZABETH ST,43.65901,-79.38787,Pass,3,,05/15/2023,,,,
14619,10519371,105173883,Tim Hortons,Food Take Out,4351 KINGSTON RD,43.76474,-79.19163,Pass,2,Food premise not maintained with tight floor surface where food handled - Sec. 7(1)(c)(i)  ,05/15/2023,M - Minor,Notice to Comply,,
14620,10594481,105173825,Tiny Bumblebees Child Care,Child Care - Catered,47 ACACIA RD,43.70168,-79.38986,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN WASH WATER BETWEEN 60 C AND 71 C - SEC. 20(1)(A)(I) ,05/15/2023,S - Significant,Corrected During Inspection,,
14621,10211509,105173799,UNIVERSITY OF TORONTO CHILD CARE,Child Care - Catered,35 CHARLES ST W,43.6682,-79.38751,Pass,2,,05/15/2023,,,,
14622,9016931,105170781,UNIVERSITY SETTLEMENT DAY CARE,Child Care - Food Preparation,23 GRANGE RD,43.65233,-79.39108,Pass,3,Use shelves not of readily cleanable design - Sec. 31,05/15/2023,M - Minor,Notice to Comply,,
14623,10237537,105173219,VALLEYFIELD JR. SCHOOL SNACK PROGRAM,Student Nutrition Site,35 SASKATOON DR,43.69422,-79.53822,Pass,1,,05/15/2023,,,,
14624,9420794,105171866,WAL-MART,Supermarket,2245 ISLINGTON AVE,43.71418,-79.5536,Pass,2,,05/15/2023,,,,
14625,10448379,105172936,WAREHOUSE,Food Take Out,45 MANITOBA DR,43.6358,-79.41509,Pass,1,,05/15/2023,,,,
14626,10593134,105173716,WILD WING,Restaurant,11 WILLIAM KITCHEN RD,43.77289,-79.28028,Pass,2,SANITIZE UTENSILS USING AGENT FOR WHICH TEST REAGENT NOT READILY AVAILABLE - SEC. 19(E)(III) ,05/15/2023,S - Significant,Corrected During Inspection,,
14627,10593134,105173716,WILD WING,Restaurant,11 WILLIAM KITCHEN RD,43.77289,-79.28028,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,05/15/2023,M - Minor,Notice to Comply,,
14628,10593134,105173716,WILD WING,Restaurant,11 WILLIAM KITCHEN RD,43.77289,-79.28028,Pass,2,Operate food premise - equipment not arranged to permit maintenance in sanitary condition - Sec. 9,05/15/2023,M - Minor,Notice to Comply,,
14629,10612234,105135942,WILD WING,Food Take Out,"1571 SANDHURST CRCL, Unit-106 C",43.80923,-79.26932,Pass,2,,05/15/2023,,,,
14630,10220468,105173704,WOODGREEN - LESLIEVILLE CHILDCARE,Child Care - Food Preparation,254 LESLIE ST,43.66733,-79.33241,Pass,2,,05/15/2023,,,,
14631,10636924,105173828,YUNSHANG RICE NOODLE,Restaurant,414 DUNDAS ST W,43.65367,-79.39504,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14632,10681084,105173881,Yifang Taiwan Fruit Tea,Restaurant,4002 SHEPPARD AVE E,43.7837,-79.28791,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/15/2023,M - Minor,Notice to Comply,,
14633,10681084,105173881,Yifang Taiwan Fruit Tea,Restaurant,4002 SHEPPARD AVE E,43.7837,-79.28791,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/15/2023,M - Minor,Notice to Comply,,
14634,10641149,105174676,876 JAMROCK RESTAURANT,Restaurant,"6210 FINCH AVE W, Unit-101B",43.74264,-79.58969,Pass,2,Fail to maintain ventilation system to ensure elimination of fumes - Sec. 11,05/16/2023,M - Minor,Notice to Comply,,
14635,10661450,105174472,AH-SO SUSHI,Restaurant,1005 LAKE SHORE BLVD E,43.65767,-79.32973,Pass,2,,05/16/2023,,,,
14636,10384879,105174363,AL-ARUBA RESTAURANT,Restaurant,377 ALBION RD,43.72544,-79.55153,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/16/2023,M - Minor,Notice to Comply,,
14637,10697594,105173581,AMSTERDAM BREWHOUSE,Restaurant,245 QUEENS QUAY W,43.63895,-79.38517,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/16/2023,M - Minor,Notice to Comply,,
14638,10656014,105174842,ART CITY IN ST JAMES TOWN,Community Kitchen (Meal Program),"545 SHERBOURNE ST, Bldg-1",43.66846,-79.37499,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),05/16/2023,S - Significant,Corrected During Inspection,,
14639,10563025,105174370,BAKE CODE,Bakery,4910 YONGE ST,43.76408,-79.41195,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/16/2023,M - Minor,Notice to Comply,,
14640,10666059,105172064,BAYVIEW NATURAL FOOD,Food Store (Convenience/Variety),1622 BAYVIEW AVE,43.70648,-79.37576,Pass,1,,05/16/2023,,,,
14641,10775290,105174322,BEACH HILL MONTESSORI,Child Care - Catered,2032 GERRARD ST E,43.68156,-79.30992,Pass,2,,05/16/2023,,,,
14642,10670231,105172005,BENIN CAFE,Restaurant,"359 ALBION RD, Unit-0",43.7249,-79.5507,Pass,2,,05/16/2023,,,,
14643,10417993,105174838,BIKUR CHOLIM,Community Kitchen (Meal Program),506 COLDSTREAM AVE,43.71515,-79.42953,Pass,3,,05/16/2023,,,,
14644,10777054,105174673,BLACK & BLUE,Restaurant,130 KING ST W,43.64805,-79.38345,Pass,3,,05/16/2023,,,,
14645,10620166,105174367,BUD'S COFFEE,Restaurant,1966 QUEEN ST E,43.66981,-79.30182,Pass,2,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ,05/16/2023,M - Minor,Notice to Comply,,
14646,10620166,105174367,BUD'S COFFEE,Restaurant,1966 QUEEN ST E,43.66981,-79.30182,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,05/16/2023,NA - Not Applicable,Notice to Comply,,
14647,10620166,105174367,BUD'S COFFEE,Restaurant,1966 QUEEN ST E,43.66981,-79.30182,Pass,2,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),05/16/2023,M - Minor,Notice to Comply,,
14648,10721485,105174541,BUK CHANG DONG SOON TOFU,Restaurant,2450 SHEPPARD AVE E,43.7749,-79.32625,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,05/16/2023,S - Significant,Corrected During Inspection,,
14649,10781239,105174411,CHICK-FIL-A,Food Court Vendor,"1 DUNDAS ST W, Unit-J003",43.6562,-79.38044,Pass,2,,05/16/2023,,,,
14650,10776659,105174586,CKTL & CO.,Restaurant,"330 BAY ST, Unit-100",43.64998,-79.38087,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),05/16/2023,S - Significant,Corrected During Inspection,,
14651,10656354,105174707,COFFEE OYSTERS CHAMPAGNE /A TOI,Restaurant,214 KING ST W,43.64743,-79.38677,Pass,3,,05/16/2023,,,,
14652,10574784,105167337,COLABA JUNCTION,Restaurant,801 BAY ST,43.66114,-79.38561,Pass,3,USE EQUIPMENT NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ,05/16/2023,S - Significant,Corrected During Inspection,,
14653,10574784,105167337,COLABA JUNCTION,Restaurant,801 BAY ST,43.66114,-79.38561,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/16/2023,M - Minor,Notice to Comply,,
14654,10673446,105172522,COMMUNITI CARE HEALTH,Boarding / Lodging Home - Kitchen,63A SPENCER AVE,43.63645,-79.42993,Pass,3,SANITIZE UTENSILS USING AGENT NOT APPROVED FOR INTENDED PURPOSE - SEC. 19(E)(I) ,05/16/2023,S - Significant,Corrected During Inspection,,
14655,10772278,105172521,COMMUNITI CARE HEALTH,Boarding / Lodging Home - Kitchen,63 SPENCER AVE,43.63649,-79.4298,Pass,3,,05/16/2023,,,,
14656,10641464,105174589,COMPLETO,Food Take Out,1148 QUEEN ST E,43.66264,-79.33399,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,05/16/2023,S - Significant,Corrected During Inspection,,
14657,10641464,105174589,COMPLETO,Food Take Out,1148 QUEEN ST E,43.66264,-79.33399,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,05/16/2023,M - Minor,Notice to Comply,,
14658,10504690,105174711,DAILO RESTAURANT,Restaurant,503 COLLEGE ST,43.65602,-79.40995,Pass,3,USE FOOD EQUIPMENT NOT OF READILY CLEANABLE FORM - SEC.  8(1)(C)  ,05/16/2023,S - Significant,Corrected During Inspection,,
14659,10504690,105174711,DAILO RESTAURANT,Restaurant,503 COLLEGE ST,43.65602,-79.40995,Pass,3,Fail to protect against entry of pests - Sec. 13(1),05/16/2023,M - Minor,Notice to Comply,,
14660,10504690,105174711,DAILO RESTAURANT,Restaurant,503 COLLEGE ST,43.65602,-79.40995,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/16/2023,M - Minor,Notice to Comply,,
14661,10504690,105174711,DAILO RESTAURANT,Restaurant,503 COLLEGE ST,43.65602,-79.40995,Pass,3,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,05/16/2023,NA - Not Applicable,Notice to Comply,,
14662,9004715,105174605,DUFF'S FAMOUS WINGS,Restaurant,1604 BAYVIEW AVE,43.70608,-79.37562,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,05/16/2023,M - Minor,Notice to Comply,,
14663,9004937,105166579,EL TIPICO ECUATORIANO RESTAURANT,Restaurant,2312 KEELE ST,43.70347,-79.47722,Pass,2,,05/16/2023,,,,
14664,10567909,105174227,ENGAGING MINDS CHILD CARE,Child Care - Food Preparation,29 GERVAIS DR,43.72475,-79.33682,Pass,3,,05/16/2023,,,,
14665,9005930,105174235,GATEWAY BLVD PUBLIC SCHOOL,Student Nutrition Site,55 GATEWAY BLVD,43.71173,-79.33101,Pass,2,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,05/16/2023,M - Minor,Notice to Comply,,
14666,9005930,105174235,GATEWAY BLVD PUBLIC SCHOOL,Student Nutrition Site,55 GATEWAY BLVD,43.71173,-79.33101,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,05/16/2023,M - Minor,Notice to Comply,,
14667,9005930,105174235,GATEWAY BLVD PUBLIC SCHOOL,Student Nutrition Site,55 GATEWAY BLVD,43.71173,-79.33101,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/16/2023,M - Minor,Notice to Comply,,
14668,9005930,105174235,GATEWAY BLVD PUBLIC SCHOOL,Student Nutrition Site,55 GATEWAY BLVD,43.71173,-79.33101,Pass,2,Fail to protect against harbouring of pests - Sec. 13(1),05/16/2023,S - Significant,Notice to Comply,,
14669,10616976,105171387,Ginger and Onion Cuisine,Restaurant,"240 ALTON TOWERS CRCL, Unit-A7",43.82625,-79.27736,Pass,2,,05/16/2023,,,,
14670,9007340,105174230,IKEBATA NURSERY SCHOOL,Child Care - Food Preparation,6 SAKURA WAY,43.72638,-79.335,Pass,3,USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ,05/16/2023,S - Significant,Corrected During Inspection,,
14671,9030640,105174231,JAPANESE CANADIAN CULTURAL CENTRE,Banquet Facility,6 SAKURA WAY,43.72638,-79.335,Pass,3,,05/16/2023,,,,
14672,10716563,105174807,JIAN BING CLUB CHINESE STREET FOOD,Restaurant,413 SPADINA AVE,43.65697,-79.39931,Pass,3,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,05/16/2023,M - Minor,Notice to Comply,,
14673,10628161,105174391,JOLLIBEE,Restaurant,"15 WILLIAM KITCHEN RD, Unit-E2",43.77321,-79.28116,Pass,2,,05/16/2023,,,,
14674,9391120,105174668,KHMER THAI RESTAURANT,Restaurant,1018 ST CLAIR AVE W,43.67938,-79.43785,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/16/2023,M - Minor,Notice to Comply,,
14675,9391120,105174668,KHMER THAI RESTAURANT,Restaurant,1018 ST CLAIR AVE W,43.67938,-79.43785,Pass,2,FAIL TO REMOVE WASTES WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12,05/16/2023,S - Significant,Corrected During Inspection,,
14676,9391120,105174668,KHMER THAI RESTAURANT,Restaurant,1018 ST CLAIR AVE W,43.67938,-79.43785,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,05/16/2023,NA - Not Applicable,Notice to Comply,,
14677,10576702,105174632,LEARNING GARDEN CHILDCARE,Child Care - Food Preparation,69 SIX POINT RD,43.63592,-79.52404,Pass,3,,05/16/2023,,,,
14678,9002663,105164681,LEASIDE RETIREMENT RESIDENCE,Retirement Homes(Licensed),10 WILLIAM MORGAN DR,43.70938,-79.34177,Pass,3,Operate food premise - furniture not constructed to permit maintenance in sanitary condition - Sec. 9,05/16/2023,M - Minor,Notice to Comply,,
14679,9002663,105164681,LEASIDE RETIREMENT RESIDENCE,Retirement Homes(Licensed),10 WILLIAM MORGAN DR,43.70938,-79.34177,Pass,3,Fail to protect against harbouring of pests - Sec. 13(1),05/16/2023,S - Significant,Notice to Comply,,
14680,10585665,105165265,LEE CHEN,Restaurant,214 KING ST W,43.64743,-79.38677,Pass,2,,05/16/2023,,,,
14681,10718050,105174628,LIMON RESTAURANT,Restaurant,1968 QUEEN ST E,43.66988,-79.30174,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,05/16/2023,S - Significant,Corrected During Inspection,,
14682,10718050,105174628,LIMON RESTAURANT,Restaurant,1968 QUEEN ST E,43.66988,-79.30174,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,05/16/2023,M - Minor,Notice to Comply,,
